"M07                      ","airplane                 ",0.942105263157895,0.895,0.917948717948718,1000
"M07                      ","automobile               ",0.947791164658635,0.944,0.945891783567134,1000
"M07                      ","bird                     ",0.86155285313377,0.921,0.890285161913968,1000
"M07                      ","cat                      ",0.765782250686185,0.837,0.799808886765409,1000
"M07                      ","deer                     ",0.862819299905393,0.912,0.886728245017015,1000
"M07                      ","dog                      ",0.884573894282632,0.82,0.851063829787234,1000
"M07                      ","frog                     ",0.964208242950108,0.889,0.925078043704475,1000
"M07                      ","horse                    ",0.935550935550936,0.9,0.917431192660551,1000
"M07                      ","ship                     ",0.915157292659676,0.96,0.937042459736457,1000
"M07                      ","truck                    ",0.947692307692308,0.924,0.935696202531646,1000
